data_long1,data_long2,data_long3,data_long4
0.0268460284975141,0.4,6,dm1_R
-0.067083677055224,0,1,dm4_R
-0.0648040295501423,0,2,dm4m_R
-0.127989326386664,0,3,dm2_R
-0.0945867472267349,0,4,dm3_R
-0.0333270126720037,0,5,dldm_R
-0.0963145872651829,0,6,dm1_R
0.00395870047242137,0,1,dm4_R
-0.0133881563485358,0,2,dm4m_R
0.0197934295193832,0,3,dm2_R
0.00235933595727962,0,4,dm3_R
0.0092384830819636,0,5,dldm_R
0.0158236218337269,0,6,dm1_R
0.0124937961965206,0,1,dm4_R
-0.01182435343184,0,2,dm4m_R
0.0200242119484104,0,3,dm2_R
0.0157337606295949,0,4,dm3_R
0.000960543485994506,0,5,dldm_R
0.00102989427423329,0,6,dm1_R
-0.0464454376574262,0,1,dm4_R
-0.0206090087513753,0,2,dm4m_R
-0.139353004125187,0,3,dm2_R
-0.116468089396838,0,4,dm3_R
-0.131136167015764,0,5,dldm_R
-0.0700164188727861,0,6,dm1_R
0.132296889437119,0.8,1,dm4_R
0.153342446085428,0.8,2,dm4m_R
0.0640714820721546,0.8,3,dm2_R
0.0438532993157358,0.8,4,dm3_R
0.0335117467407806,0.8,5,dldm_R
0.0228526351004115,0.8,6,dm1_R
0.0831231783476913,0.4,1,dm4_R
0.109996339268142,0.4,2,dm4m_R
0.0805467474555224,0.4,3,dm2_R
0.0760181556985921,0.4,4,dm3_R
0.0609266623884958,0.4,5,dldm_R
0.0451537529009799,0.4,6,dm1_R
0.0724006550746946,0.7,1,dm4_R
0.107120856177727,0.7,2,dm4m_R
0.0407148432898811,0.7,3,dm2_R
0.0010415648317572,0.7,4,dm3_R
0.0368743774124902,0.7,5,dldm_R
-0.00714898552116133,0.7,6,dm1_R
0.0326435874522234,0,1,dm4_R
0.0245850519701749,0,2,dm4m_R
0.0278722471673588,0,3,dm2_R
0.025368193082231,0,4,dm3_R
0.0422500376826353,0,5,dldm_R
-0.00521819977418122,0,6,dm1_R
0.0755523689167796,0.7,1,dm4_R
0.11029929955763,0.7,2,dm4m_R
0.0361770225615843,0.7,3,dm2_R
0.0399954227757306,0.7,4,dm3_R
0.0364391783340256,0.7,5,dldm_R
-0.0158864629574453,0.7,6,dm1_R
0.101560544899127,0.8,1,dm4_R
